cmnh1sk8q007uk908m7ulaos5	A1.1a: Selection of participating MSMEs and cooperative enrollment.	The project team will identify, screen, and formally select the participating rural agro-food MSMEs and confirm the participation of the cooperative based on predefined eligibility and readiness criteria. The process will prioritize entities with clear interest in business improvement, digital adoption, value-added processing, and collaborative commercialization. Selected participants will be formally enrolled in the project through signed commitment forms and an agreed participation roadmap.	cmnh1sk3c003tk908gigp09oy	cmnfot2k30001rwp6lv8q69bx	\N	cmnforku00000rwp6fh8z4k4j	\N	TODO	MEDIUM	\N	\N	\N	\N	0	\N	t	f	\N	\N	2026-04-02 05:42:21.05	2026-04-02 05:42:21.05	\N
cmnh1sk8u007wk9085op0nlg7	A1.1b: Baseline assessment of business and financial management practices, digitalization, and export readiness.	The project team will conduct a structured baseline assessment of all selected participants to identify current capacities, constraints, and opportunities in business management, financial planning, basic costing, digital tool use, production recordkeeping, and export readiness. The assessment will generate an initial profile for each participant and establish baseline values for project monitoring, coaching, and tailored training.	cmnh1sk3c003tk908gigp09oy	cmnfot2k30001rwp6lv8q69bx	\N	cmnforku00000rwp6fh8z4k4j	\N	TODO	MEDIUM	\N	\N	\N	\N	1	\N	t	f	\N	\N	2026-04-02 05:42:21.054	2026-04-02 05:42:21.054	\N
cmnh1sk8y007yk908smyjh4pw	A1.2: Design and delivery of tailored training program on international sustainable business models, export basics, and digital tools.	Co-design with participants and deliver a modular training program (presential and/or virtual) covering international sustainable business models, value proposition design, basic cost and price calculation, key steps and requirements for exporting to the United States, and use of digital tools.	cmnh1sk3c003tk908gigp09oy	cmnfot2k30001rwp6lv8q69bx	\N	cmnforku00000rwp6fh8z4k4j	\N	TODO	MEDIUM	\N	\N	\N	\N	2	\N	t	f	\N	\N	2026-04-02 05:42:21.057	2026-04-02 05:42:21.057	\N
cmnh1sk920080k908n0b0r3h8	A1.3: Individualized coaching for the cooperative and participating MSMEs on financial management, basic costing, and adoption of low-cost digital tools.	The project team will provide individualized coaching sessions tailored to the needs of the cooperative and each participating MSME. Coaching will focus on practical improvements in financial management, basic costing, pricing logic, cash-flow awareness, business decision-making, and the use of simple digital tools for recordkeeping and operational follow-up. The coaching process will translate training content into participant-specific action steps and reinforce adoption through direct follow-up and troubleshooting.	cmnh1sk3c003tk908gigp09oy	cmnfot2k30001rwp6lv8q69bx	\N	cmnforku00000rwp6fh8z4k4j	\N	TODO	MEDIUM	\N	\N	\N	\N	3	\N	t	f	\N	\N	2026-04-02 05:42:21.063	2026-04-02 05:42:21.063	\N
cmnh1sk950082k908sw6rz5au	A1.4: Development of individual business improvement and export-readiness plans incorporating digitalization strategies.	Facilitate the development of short, practical business improvement plans for each participating organization, including concrete actions, responsibilities, and timelines to strengthen their business model, digital capabilities, and prepare for future engagement with national and export markets.	cmnh1sk3c003tk908gigp09oy	cmnfot2k30001rwp6lv8q69bx	\N	cmnforku00000rwp6fh8z4k4j	\N	TODO	MEDIUM	\N	\N	\N	\N	4	\N	t	f	\N	\N	2026-04-02 05:42:21.065	2026-04-02 05:42:21.065	\N
cmnh1sk980084k908kik41fux	A1.5: Detailed mapping of current business and production information flows.	Document existing processes for purchasing, inventory management, production, and, identifying critical control points, information gaps, and opportunities for simplification and digitalization.	cmnh1sk3c003tk908gigp09oy	cmnfot2k30001rwp6lv8q69bx	\N	cmnforku00000rwp6fh8z4k4j	\N	TODO	MEDIUM	\N	\N	\N	\N	5	\N	t	f	\N	\N	2026-04-02 05:42:21.068	2026-04-02 05:42:21.068	\N
cmnh1sk9a0086k908ajqc3adm	A1.6: Design, development, and configuration of low-cost digital tools and data structures.	Define and implement the minimum set of digital tools and standardized data fields required to register inventory movements, production batches, and sales in a way that supports future export requirements and can be maintained at near-zero cost.	cmnh1sk3c003tk908gigp09oy	cmnfot2k30001rwp6lv8q69bx	\N	cmnforku00000rwp6fh8z4k4j	\N	TODO	MEDIUM	\N	\N	\N	\N	6	\N	t	f	\N	\N	2026-04-02 05:42:21.071	2026-04-02 05:42:21.071	\N
cmnh1sk9d0088k9081nqymqrx	A1.7: Training and on-the-job support for digital tool adoption.	Train staff from the cooperative and MSMEs on how to use the digital tools in their daily operations and provide on-the-job support during an initial implementation period to ensure correct data entry and routine use.	cmnh1sk3c003tk908gigp09oy	cmnfot2k30001rwp6lv8q69bx	\N	cmnforku00000rwp6fh8z4k4j	\N	TODO	MEDIUM	\N	\N	\N	\N	7	\N	t	f	\N	\N	2026-04-02 05:42:21.073	2026-04-02 05:42:21.073	\N
cmnh1sk9f008ak908ovfmuw6t	A1.8: Integration with weighing equipment and basic traceability records.	Set up data capture from industrial and portioning scales and link the resulting data to digital records of lots, products, and clients, creating a basic digital traceability chain from raw material intake to finished products.	cmnh1sk3c003tk908gigp09oy	cmnfot2k30001rwp6lv8q69bx	\N	cmnforku00000rwp6fh8z4k4j	\N	TODO	MEDIUM	\N	\N	\N	\N	8	\N	t	f	\N	\N	2026-04-02 05:42:21.076	2026-04-02 05:42:21.076	\N
cmnh1sk9i008ck908hanibvrx	A2.1: Technical design and planning of the shared maquila/bio-refinery.	Define the functional layout, process flow, required low-cost equipment (e.g solar dryers and basic processing tools), and operational model of the shared maquila/bio-refinery, ensuring compliance with relevant food safety and quality standards.	cmnh1sk3c003tk908gigp09oy	cmnfot2k30001rwp6lv8q69bx	\N	cmnforku00000rwp6fh8z4k4j	\N	TODO	MEDIUM	\N	\N	\N	\N	9	\N	t	f	\N	\N	2026-04-02 05:42:21.078	2026-04-02 05:42:21.078	\N
cmnh1sk9k008ek908fx0011u6	A2.2: Procurement and installation of equipment and basic infrastructure.	Purchase, install, and test essential equipment and infrastructure for the maquila/bio-refinery, including solar dehydrators, portioning and industrial scales, and other small processing equipment required for selected products.	cmnh1sk3c003tk908gigp09oy	cmnfot2k30001rwp6lv8q69bx	\N	cmnforku00000rwp6fh8z4k4j	\N	TODO	MEDIUM	\N	\N	\N	\N	10	\N	t	f	\N	\N	2026-04-02 05:42:21.081	2026-04-02 05:42:21.081	\N
cmnh1sk9n008gk908yhkiehr9	A2.3: Development and validation of processing protocols for selected products.	Co-develop with the cooperative and MSMEs standardized operating procedures (SOPs) for at least two value-added products (e.g., dehydrated, fermented, or other coffee by-product–based foods), and validate these protocols through pilot production runs.	cmnh1sk3c003tk908gigp09oy	cmnfot2k30001rwp6lv8q69bx	\N	cmnforku00000rwp6fh8z4k4j	\N	TODO	MEDIUM	\N	\N	\N	\N	11	\N	t	f	\N	\N	2026-04-02 05:42:21.083	2026-04-02 05:42:21.083	\N
cmnh1sk9p008ik908qtrlv2cs	A2.4: Training of operators and quality control procedures.	Train cooperative and MSME staff in operating the shared maquila/bio-refinery, applying hygiene and food safety practices, recording critical process parameters, and implementing basic quality control checks.	cmnh1sk3c003tk908gigp09oy	cmnfot2k30001rwp6lv8q69bx	\N	cmnforku00000rwp6fh8z4k4j	\N	TODO	MEDIUM	\N	\N	\N	\N	12	\N	t	f	\N	\N	2026-04-02 05:42:21.085	2026-04-02 05:42:21.085	\N
cmnh1sk9r008kk908jqsebqud	A2.5: Definition of governance and cost-sharing model for the shared maquila.	Facilitate the design and agreement of simple governance rules, scheduling mechanisms, and cost-sharing arrangements for use of the maquila/bio-refinery among the cooperative and participating MSMEs.	cmnh1sk3c003tk908gigp09oy	cmnfot2k30001rwp6lv8q69bx	\N	cmnforku00000rwp6fh8z4k4j	\N	TODO	MEDIUM	\N	\N	\N	\N	13	\N	t	f	\N	\N	2026-04-02 05:42:21.088	2026-04-02 05:42:21.088	\N
cmnh1sk9u008mk908t4ih8sr9	A3.1: Identification of critical control points for monitoring and light automation.	Identify, within the maquila/bio-refinery and MSME processes, the key stages (e.g., drying, fermentation, storage) where simple sensors and basic automation can improve quality consistency, reduce waste, and support compliance with food safety requirements.	cmnh1sk3c003tk908gigp09oy	cmnfot2k30001rwp6lv8q69bx	\N	cmnforku00000rwp6fh8z4k4j	\N	TODO	MEDIUM	\N	\N	\N	\N	14	\N	t	f	\N	\N	2026-04-02 05:42:21.09	2026-04-02 05:42:21.09	\N
cmnh1sk9w008ok908sse4hvtb	A3.2: Design and configuration of low-cost monitoring and automation nodes.	Design, assemble, and configure low-cost monitoring and automation nodes (e.g., based on ESP32 or similar microcontrollers) to measure temperature, humidity, and other relevant parameters in selected stages, ensuring that solutions can be maintained locally at low cost.	cmnh1sk3c003tk908gigp09oy	cmnfot2k30001rwp6lv8q69bx	\N	cmnforku00000rwp6fh8z4k4j	\N	TODO	MEDIUM	\N	\N	\N	\N	15	\N	t	f	\N	\N	2026-04-02 05:42:21.093	2026-04-02 05:42:21.093	\N
cmnh1sk9z008qk908yrd11jwu	A3.3: Installation, testing, and calibration of monitoring and automation kit.	Install the monitoring and automation kit at the identified control points, test its functioning under real operating conditions, and calibrate sensors and basic control actions as needed.	cmnh1sk3c003tk908gigp09oy	cmnfot2k30001rwp6lv8q69bx	\N	cmnforku00000rwp6fh8z4k4j	\N	TODO	MEDIUM	\N	\N	\N	\N	16	\N	t	f	\N	\N	2026-04-02 05:42:21.095	2026-04-02 05:42:21.095	\N
cmnh1ska1008sk90835vtun4i	A3.4: Training of staff in use and maintenance of monitoring tools and data.	Train staff on how to read, interpret, and use the data generated by the monitoring nodes, as well as how to perform basic maintenance and troubleshooting to ensure sustainability after the project.	cmnh1sk3c003tk908gigp09oy	cmnfot2k30001rwp6lv8q69bx	\N	cmnforku00000rwp6fh8z4k4j	\N	TODO	MEDIUM	\N	\N	\N	\N	17	\N	t	f	\N	\N	2026-04-02 05:42:21.098	2026-04-02 05:42:21.098	\N
cmnh1ska4008uk908avd0j8wa	A4.1: Participatory design and agreement of governance structures, roles, and responsibilities for the commercialization network.	Facilitate participatory workshops and consensus-building sessions with cooperative leadership and MSME representatives to define governance bodies, decision-making rules, membership criteria, scheduling mechanisms, and cost-sharing arrangements for joint commercialization.	cmnh1sk3c003tk908gigp09oy	cmnfot2k30001rwp6lv8q69bx	\N	cmnforku00000rwp6fh8z4k4j	\N	TODO	MEDIUM	\N	\N	\N	\N	18	\N	t	f	\N	\N	2026-04-02 05:42:21.1	2026-04-02 05:42:21.1	\N
cmnh1ska6008wk908bdnae41i	A4.2: Participatory development of standardized product specifications, quality criteria, and packaging requirements.	Co-develop with producers and quality staff clear product definitions (grades, weight, moisture limits, labeling), standard operating checks, and packaging/labeling templates to ensure product consistency across the network and meet buyer requirements.	cmnh1sk3c003tk908gigp09oy	cmnfot2k30001rwp6lv8q69bx	\N	cmnforku00000rwp6fh8z4k4j	\N	TODO	MEDIUM	\N	\N	\N	\N	19	\N	t	f	\N	\N	2026-04-02 05:42:21.102	2026-04-02 05:42:21.102	\N
cmnh1ska8008yk908xpk0heml	A4.3: Participatory design of joint marketing and sales strategies targeting national and potential export channels.	Prepare market positioning, shared value propositions, simple promotional materials, and a coordinated sales approach that leverages the network’s aggregated volumes.	cmnh1sk3c003tk908gigp09oy	cmnfot2k30001rwp6lv8q69bx	\N	cmnforku00000rwp6fh8z4k4j	\N	TODO	MEDIUM	\N	\N	\N	\N	20	\N	t	f	\N	\N	2026-04-02 05:42:21.105	2026-04-02 05:42:21.105	\N
cmnh1skab0090k908vrk6a424	A4.4: Strategic Linkages and Export Readiness for the U.S. Market.	Pre-Establish formal contacts and hold technical meetings with key organizations to align project outputs with U.S. market requirements. This includes: Regulatory Compliance: Meetings with PROCOMER and the U.S. Agricultural Affairs Office (FAS) to identify FDA/FSMA requirements for the new value-added products. Business Networking: Outreach to the American Chamber of Commerce (AmCham) and U.S.-based business development organizations to explore partnership opportunities. Specialized Training: Integration of a specific module within the commercial training program (Outcome 1) focused exclusively on the U.S. Market. This chapter will cover market entry strategies, consumer trends, and practical steps to meet U.S. import standards, contributing to the required 80 person-hours in trade and investment.	cmnh1sk3c003tk908gigp09oy	cmnfot2k30001rwp6lv8q69bx	\N	cmnforku00000rwp6fh8z4k4j	\N	TODO	MEDIUM	\N	\N	\N	\N	21	\N	t	f	\N	\N	2026-04-02 05:42:21.107	2026-04-02 05:42:21.107	\N
cmnh1skad0092k90871fc9lbs	A4.5: Participatory design and pilot of a collaborative commercialization mechanism.	Using the improved production information and product consistency, support the cooperative and MSMEs to design and pilot a simple collaborative commercialization mechanism  for access to national buyers and potential future export channels.	cmnh1sk3c003tk908gigp09oy	cmnfot2k30001rwp6lv8q69bx	\N	cmnforku00000rwp6fh8z4k4j	\N	TODO	MEDIUM	\N	\N	\N	\N	22	\N	t	f	\N	\N	2026-04-02 05:42:21.11	2026-04-02 05:42:21.11	\N
cmnh2vd1s00c5k908ht4e55ae	A1.1a: Diagnóstico inicial MiPYMEs y levantamiento línea base	\N	cmnh2vczk00ack908qnv5kdsb	cmnfot2k30001rwp6lv8q69bx	\N	cmnforku00000rwp6fh8z4k4j	\N	TODO	MEDIUM	\N	\N	\N	\N	0	\N	t	f	\N	\N	2026-04-02 06:12:31.312	2026-04-02 06:12:31.312	\N
